1,12301,1,A12(1)
2,12301,5,A10(52)-A11(7)-A11(9)-A11(23)-A11(29)
3,12301,4,A12(2)-A12(3)-A12(4)-A12(5)
4,12301,5,A11(4)-A11(6)-A11(8)-A11(10)-A11(12)
5,12321,5,S3(62)-S3(64)-S3(65)-S3(72)-S5(71)
6,12301,2,A11(13)-A11(14)
7,12301,5,A11(18)-A11(24)-A11(35)-A11(41)-A11(47)
8,12321,5,S3(66)-S3(68)-S4(17)-S6(7)-S6(15)
9,12301,4,A11(15)-A11(16)-A11(19)-A11(53)
10,12321,4,NA
11,12301,4,A11(20)-A11(21)-A11(22)-A11(25)
12,12321,3,A3(26)-A3(27)-A3(28)
13,12301,3,A11(26)-A11(27)-A11(28)
14,12301,4,A11(30)-A11(31)-A11(32)-A11(33)
15,12301,3,A13(1)-A13(2)-A13(3)
16,12301,2,A11(34)-A11(36)
17,12301,5,A11(37)-A11(38)-A11(39)-A11(42)-A11(48)
18,12301,2,A11(40)-A11(43)
19,12301,4,A11(44)-A11(45)-A11(54)-A12(6)
20,12321,3,NA
21,12321,4,A3(29)-A3(30)-A3(33)-A3(34)
22,12321,1,NA
23,12301,4,A11(46)-A11(49)-A11(50)-A11(51)
24,12321,3,NA
25,12321,4,NA
26,12301,5,A12(7)-A12(8)-A12(9)-A12(10)-A12(11)
27,12301,3,A12(13)-A12(17)-A12(23)
28,12301,2,A12(12)-A12(14)
29,12321,5,S3(67)-S3(69)-S4(16)-S4(24)-S4(32)
30,12301,2,A11(52)-A12(16)
31,12321,2,NA
32,12301,2,A12(15)-A12(18)
33,12301,5,A12(19)-A12(20)-A12(21)-A12(22)-A12(24)
34,12301,3,A12(25)-A12(26)-A12(27)
35,12301,1,A12(28)
36,12301,1,A13(4)
37,12301,3,A12(29)-A12(31)-A12(32)
38,12321,5,NA
39,12321,4,A3(35)-A3(36)-A3(37)-A3(38)
40,12301,3,A12(30)-A12(34)-A12(35)
41,12301,2,A12(33)-A12(36)
42,12321,4,A3(41)-A3(42)-A3(43)-A3(44)
43,12321,3,A3(46)-A3(51)-A3(54)
44,12301,2,A12(37)-A12(38)
45,12301,5,A12(39)-A12(40)-A12(41)-A12(43)-A12(47)
46,12301,2,A12(44)-A12(45)
47,12321,4,S10(1)-S10(2)-S10(3)-S10(4)
48,12321,4,A3(45)-A3(49)-A3(50)-A3(52)
49,12321,4,S4(20)-S4(25)-S6(23)-S6(31)
50,12321,1,NA
